lon,k3,k2,k6,k5,k4,lat
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.427966288266,2,1,3,3,2,37.7118229386046
-122.427966288266,2,1,3,3,2,37.7118229386046
-122.427966288266,2,1,3,3,2,37.7118229386046
-122.427966288266,2,1,3,3,2,37.7118229386046
-122.427966288266,2,1,3,3,2,37.7118229386046
